| Index | Operand | Instruction       | Sig                                           | OpCode                        | Type    | Data     | Reg   | Mem    | MemSize | MemSeg | MemOff | MemFar | Imm | RwxIndex | RwxWidth |
| 3813  | 0       | vrcp28ps          | vrcp28ps zmm,zmm/m                            | EVEX.512.66.0F38.W0 CA /r     | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3813  | 1       | vrcp28ps          | vrcp28ps zmm,zmm/m                            | EVEX.512.66.0F38.W0 CA /r     | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
| 3814  | 0       | vrcp28sd          | vrcp28sd xmm,xmm,xmm/m                        | EVEX.LIG.66.0F38.W1 CB /r     | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3814  | 1       | vrcp28sd          | vrcp28sd xmm,xmm,xmm/m                        | EVEX.LIG.66.0F38.W1 CB /r     | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 64       | 64       |
| 3814  | 2       | vrcp28sd          | vrcp28sd xmm,xmm,xmm/m                        | EVEX.LIG.66.0F38.W1 CB /r     | reg/mem | xmm/m64  | xmm   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 3815  | 0       | vrcp28ss          | vrcp28ss xmm,xmm,xmm/m                        | EVEX.LIG.66.0F38.W0 CB /r     | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3815  | 1       | vrcp28ss          | vrcp28ss xmm,xmm,xmm/m                        | EVEX.LIG.66.0F38.W0 CB /r     | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 32       | 96       |
| 3815  | 2       | vrcp28ss          | vrcp28ss xmm,xmm,xmm/m                        | EVEX.LIG.66.0F38.W0 CB /r     | reg/mem | xmm/m32  | xmm   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 3816  | 0       | vrcpps            | vrcpps xmm,xmm/m                              | VEX.128.0F.WIG 53 /r          | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3816  | 1       | vrcpps            | vrcpps xmm,xmm/m                              | VEX.128.0F.WIG 53 /r          | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 3817  | 0       | vrcpps            | vrcpps ymm,ymm/m                              | VEX.256.0F.WIG 53 /r          | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3817  | 1       | vrcpps            | vrcpps ymm,ymm/m                              | VEX.256.0F.WIG 53 /r          | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 3818  | 0       | vrcpss            | vrcpss xmm,xmm,xmm/m                          | VEX.LIG.F3.0F.WIG 53 /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3818  | 1       | vrcpss            | vrcpss xmm,xmm,xmm/m                          | VEX.LIG.F3.0F.WIG 53 /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 32       | 96       |
| 3818  | 2       | vrcpss            | vrcpss xmm,xmm,xmm/m                          | VEX.LIG.F3.0F.WIG 53 /r       | reg/mem | xmm/m32  | xmm   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 3819  | 0       | vreducepd         | vreducepd xmm,xmm/m,ib/ub                     | EVEX.128.66.0F3A.W1 56 /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3819  | 1       | vreducepd         | vreducepd xmm,xmm/m,ib/ub                     | EVEX.128.66.0F3A.W1 56 /r ib  | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 3819  | 2       | vreducepd         | vreducepd xmm,xmm/m,ib/ub                     | EVEX.128.66.0F3A.W1 56 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3820  | 0       | vreducepd         | vreducepd ymm,ymm/m,ib/ub                     | EVEX.256.66.0F3A.W1 56 /r ib  | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3820  | 1       | vreducepd         | vreducepd ymm,ymm/m,ib/ub                     | EVEX.256.66.0F3A.W1 56 /r ib  | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 3820  | 2       | vreducepd         | vreducepd ymm,ymm/m,ib/ub                     | EVEX.256.66.0F3A.W1 56 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3821  | 0       | vreducepd         | vreducepd zmm,zmm/m,ib/ub                     | EVEX.512.66.0F3A.W1 56 /r ib  | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3821  | 1       | vreducepd         | vreducepd zmm,zmm/m,ib/ub                     | EVEX.512.66.0F3A.W1 56 /r ib  | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
| 3821  | 2       | vreducepd         | vreducepd zmm,zmm/m,ib/ub                     | EVEX.512.66.0F3A.W1 56 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3822  | 0       | vreduceps         | vreduceps xmm,xmm/m,ib/ub                     | EVEX.128.66.0F3A.W0 56 /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3822  | 1       | vreduceps         | vreduceps xmm,xmm/m,ib/ub                     | EVEX.128.66.0F3A.W0 56 /r ib  | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 3822  | 2       | vreduceps         | vreduceps xmm,xmm/m,ib/ub                     | EVEX.128.66.0F3A.W0 56 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3823  | 0       | vreduceps         | vreduceps ymm,ymm/m,ib/ub                     | EVEX.256.66.0F3A.W0 56 /r ib  | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3823  | 1       | vreduceps         | vreduceps ymm,ymm/m,ib/ub                     | EVEX.256.66.0F3A.W0 56 /r ib  | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 3823  | 2       | vreduceps         | vreduceps ymm,ymm/m,ib/ub                     | EVEX.256.66.0F3A.W0 56 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3824  | 0       | vreduceps         | vreduceps zmm,zmm/m,ib/ub                     | EVEX.512.66.0F3A.W0 56 /r ib  | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3824  | 1       | vreduceps         | vreduceps zmm,zmm/m,ib/ub                     | EVEX.512.66.0F3A.W0 56 /r ib  | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
| 3824  | 2       | vreduceps         | vreduceps zmm,zmm/m,ib/ub                     | EVEX.512.66.0F3A.W0 56 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3825  | 0       | vreducesd         | vreducesd xmm,xmm,xmm/m,ib/ub                 | EVEX.LIG.66.0F3A.W1 57 /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3825  | 1       | vreducesd         | vreducesd xmm,xmm,xmm/m,ib/ub                 | EVEX.LIG.66.0F3A.W1 57 /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 64       | 64       |
| 3825  | 2       | vreducesd         | vreducesd xmm,xmm,xmm/m,ib/ub                 | EVEX.LIG.66.0F3A.W1 57 /r ib  | reg/mem | xmm/m64  | xmm   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 3825  | 3       | vreducesd         | vreducesd xmm,xmm,xmm/m,ib/ub                 | EVEX.LIG.66.0F3A.W1 57 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3826  | 0       | vreducess         | vreducess xmm,xmm,xmm/m,ib/ub                 | EVEX.LIG.66.0F3A.W0 57 /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3826  | 1       | vreducess         | vreducess xmm,xmm,xmm/m,ib/ub                 | EVEX.LIG.66.0F3A.W0 57 /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 32       | 96       |
| 3826  | 2       | vreducess         | vreducess xmm,xmm,xmm/m,ib/ub                 | EVEX.LIG.66.0F3A.W0 57 /r ib  | reg/mem | xmm/m32  | xmm   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 3826  | 3       | vreducess         | vreducess xmm,xmm,xmm/m,ib/ub                 | EVEX.LIG.66.0F3A.W0 57 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3827  | 0       | vrndscalepd       | vrndscalepd xmm,xmm/m,ib/ub                   | EVEX.128.66.0F3A.W1 09 /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3827  | 1       | vrndscalepd       | vrndscalepd xmm,xmm/m,ib/ub                   | EVEX.128.66.0F3A.W1 09 /r ib  | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 3827  | 2       | vrndscalepd       | vrndscalepd xmm,xmm/m,ib/ub                   | EVEX.128.66.0F3A.W1 09 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3828  | 0       | vrndscalepd       | vrndscalepd ymm,ymm/m,ib/ub                   | EVEX.256.66.0F3A.W1 09 /r ib  | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3828  | 1       | vrndscalepd       | vrndscalepd ymm,ymm/m,ib/ub                   | EVEX.256.66.0F3A.W1 09 /r ib  | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 3828  | 2       | vrndscalepd       | vrndscalepd ymm,ymm/m,ib/ub                   | EVEX.256.66.0F3A.W1 09 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3829  | 0       | vrndscalepd       | vrndscalepd zmm,zmm/m,ib/ub                   | EVEX.512.66.0F3A.W1 09 /r ib  | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3829  | 1       | vrndscalepd       | vrndscalepd zmm,zmm/m,ib/ub                   | EVEX.512.66.0F3A.W1 09 /r ib  | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
| 3829  | 2       | vrndscalepd       | vrndscalepd zmm,zmm/m,ib/ub                   | EVEX.512.66.0F3A.W1 09 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3830  | 0       | vrndscaleps       | vrndscaleps xmm,xmm/m,ib/ub                   | EVEX.128.66.0F3A.W0 08 /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3830  | 1       | vrndscaleps       | vrndscaleps xmm,xmm/m,ib/ub                   | EVEX.128.66.0F3A.W0 08 /r ib  | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 3830  | 2       | vrndscaleps       | vrndscaleps xmm,xmm/m,ib/ub                   | EVEX.128.66.0F3A.W0 08 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3831  | 0       | vrndscaleps       | vrndscaleps ymm,ymm/m,ib/ub                   | EVEX.256.66.0F3A.W0 08 /r ib  | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3831  | 1       | vrndscaleps       | vrndscaleps ymm,ymm/m,ib/ub                   | EVEX.256.66.0F3A.W0 08 /r ib  | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 3831  | 2       | vrndscaleps       | vrndscaleps ymm,ymm/m,ib/ub                   | EVEX.256.66.0F3A.W0 08 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3832  | 0       | vrndscaleps       | vrndscaleps zmm,zmm/m,ib/ub                   | EVEX.512.66.0F3A.W0 08 /r ib  | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 3832  | 1       | vrndscaleps       | vrndscaleps zmm,zmm/m,ib/ub                   | EVEX.512.66.0F3A.W0 08 /r ib  | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
| 3832  | 2       | vrndscaleps       | vrndscaleps zmm,zmm/m,ib/ub                   | EVEX.512.66.0F3A.W0 08 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3833  | 0       | vrndscalesd       | vrndscalesd xmm,xmm,xmm/m,ib/ub               | EVEX.LIG.66.0F3A.W1 0B /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3833  | 1       | vrndscalesd       | vrndscalesd xmm,xmm,xmm/m,ib/ub               | EVEX.LIG.66.0F3A.W1 0B /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 64       | 64       |
| 3833  | 2       | vrndscalesd       | vrndscalesd xmm,xmm,xmm/m,ib/ub               | EVEX.LIG.66.0F3A.W1 0B /r ib  | reg/mem | xmm/m64  | xmm   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 3833  | 3       | vrndscalesd       | vrndscalesd xmm,xmm,xmm/m,ib/ub               | EVEX.LIG.66.0F3A.W1 0B /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3834  | 0       | vrndscaless       | vrndscaless xmm,xmm,xmm/m,ib/ub               | EVEX.LIG.66.0F3A.W0 0A /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3834  | 1       | vrndscaless       | vrndscaless xmm,xmm,xmm/m,ib/ub               | EVEX.LIG.66.0F3A.W0 0A /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 32       | 96       |
| 3834  | 2       | vrndscaless       | vrndscaless xmm,xmm,xmm/m,ib/ub               | EVEX.LIG.66.0F3A.W0 0A /r ib  | reg/mem | xmm/m32  | xmm   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 3834  | 3       | vrndscaless       | vrndscaless xmm,xmm,xmm/m,ib/ub               | EVEX.LIG.66.0F3A.W0 0A /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3835  | 0       | vroundpd          | vroundpd xmm,xmm/m,ib/ub                      | VEX.128.66.0F3A.WIG 09 /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 3835  | 1       | vroundpd          | vroundpd xmm,xmm/m,ib/ub                      | VEX.128.66.0F3A.WIG 09 /r ib  | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 3835  | 2       | vroundpd          | vroundpd xmm,xmm/m,ib/ub                      | VEX.128.66.0F3A.WIG 09 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 3836  | 0       | vroundpd          | vroundpd ymm,ymm/m,ib/ub                      | VEX.256.66.0F3A.WIG 09 /r ib  | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 3836  | 1       | vroundpd          | vroundpd ymm,ymm/m,ib/ub                      | VEX.256.66.0F3A.WIG 09 /r ib  | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 3836  | 2       | vroundpd          | vroundpd ymm,ymm/m,ib/ub                      | VEX.256.66.0F3A.WIG 09 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
