Mnemonic         | Expression                     | Instruction                              | Modes            | CpuId      | OpCodeId  
VPSLLVQ          | VEX.128.66.0F38.W1 47 /r       | VPSLLVQ xmm1, xmm2, xmm3/m128            | 16/32/64-bit     | AVX2       | VEX_Vpsllvq_xmm_xmm_xmmm128
VPSLLVQ          | VEX.256.66.0F38.W1 47 /r       | VPSLLVQ ymm1, ymm2, ymm3/m256            | 16/32/64-bit     | AVX2       | VEX_Vpsllvq_ymm_ymm_ymmm256
VPSLLVQ          | EVEX.128.66.0F38.W1 47 /r      | VPSLLVQ xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsllvq_xmm_k1z_xmm_xmmm128b64
VPSLLVQ          | EVEX.256.66.0F38.W1 47 /r      | VPSLLVQ ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsllvq_ymm_k1z_ymm_ymmm256b64
VPSLLVQ          | EVEX.512.66.0F38.W1 47 /r      | VPSLLVQ zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst | 16/32/64-bit     | AVX512F    | EVEX_Vpsllvq_zmm_k1z_zmm_zmmm512b64
VPSLLVW          | EVEX.128.66.0F38.W1 12 /r      | VPSLLVW xmm1 {k1}{z}, xmm2, xmm3/m128    | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsllvw_xmm_k1z_xmm_xmmm128
VPSLLVW          | EVEX.256.66.0F38.W1 12 /r      | VPSLLVW ymm1 {k1}{z}, ymm2, ymm3/m256    | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsllvw_ymm_k1z_ymm_ymmm256
VPSLLVW          | EVEX.512.66.0F38.W1 12 /r      | VPSLLVW zmm1 {k1}{z}, zmm2, zmm3/m512    | 16/32/64-bit     | AVX512BW   | EVEX_Vpsllvw_zmm_k1z_zmm_zmmm512
VPSLLW           | VEX.128.66.0F.WIG 71 /6 ib     | VPSLLW xmm1, xmm2, imm8                  | 16/32/64-bit     | AVX        | VEX_Vpsllw_xmm_xmm_imm8
VPSLLW           | VEX.256.66.0F.WIG 71 /6 ib     | VPSLLW ymm1, ymm2, imm8                  | 16/32/64-bit     | AVX2       | VEX_Vpsllw_ymm_ymm_imm8
VPSLLW           | EVEX.128.66.0F.WIG 71 /6 ib    | VPSLLW xmm1 {k1}{z}, xmm2/m128, imm8     | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsllw_xmm_k1z_xmmm128_imm8
VPSLLW           | EVEX.256.66.0F.WIG 71 /6 ib    | VPSLLW ymm1 {k1}{z}, ymm2/m256, imm8     | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsllw_ymm_k1z_ymmm256_imm8
VPSLLW           | EVEX.512.66.0F.WIG 71 /6 ib    | VPSLLW zmm1 {k1}{z}, zmm2/m512, imm8     | 16/32/64-bit     | AVX512BW   | EVEX_Vpsllw_zmm_k1z_zmmm512_imm8
VPSLLW           | VEX.128.66.0F.WIG F1 /r        | VPSLLW xmm1, xmm2, xmm3/m128             | 16/32/64-bit     | AVX        | VEX_Vpsllw_xmm_xmm_xmmm128
VPSLLW           | VEX.256.66.0F.WIG F1 /r        | VPSLLW ymm1, ymm2, xmm3/m128             | 16/32/64-bit     | AVX2       | VEX_Vpsllw_ymm_ymm_xmmm128
VPSLLW           | EVEX.128.66.0F.WIG F1 /r       | VPSLLW xmm1 {k1}{z}, xmm2, xmm3/m128     | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsllw_xmm_k1z_xmm_xmmm128
VPSLLW           | EVEX.256.66.0F.WIG F1 /r       | VPSLLW ymm1 {k1}{z}, ymm2, xmm3/m128     | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsllw_ymm_k1z_ymm_xmmm128
VPSLLW           | EVEX.512.66.0F.WIG F1 /r       | VPSLLW zmm1 {k1}{z}, zmm2, xmm3/m128     | 16/32/64-bit     | AVX512BW   | EVEX_Vpsllw_zmm_k1z_zmm_xmmm128
VPSRAD           | VEX.128.66.0F.WIG 72 /4 ib     | VPSRAD xmm1, xmm2, imm8                  | 16/32/64-bit     | AVX        | VEX_Vpsrad_xmm_xmm_imm8
VPSRAD           | VEX.256.66.0F.WIG 72 /4 ib     | VPSRAD ymm1, ymm2, imm8                  | 16/32/64-bit     | AVX2       | VEX_Vpsrad_ymm_ymm_imm8
VPSRAD           | EVEX.128.66.0F.W0 72 /4 ib     | VPSRAD xmm1 {k1}{z}, xmm2/m128/m32bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsrad_xmm_k1z_xmmm128b32_imm8
VPSRAD           | EVEX.256.66.0F.W0 72 /4 ib     | VPSRAD ymm1 {k1}{z}, ymm2/m256/m32bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsrad_ymm_k1z_ymmm256b32_imm8
VPSRAD           | EVEX.512.66.0F.W0 72 /4 ib     | VPSRAD zmm1 {k1}{z}, zmm2/m512/m32bcst, imm8 | 16/32/64-bit     | AVX512F    | EVEX_Vpsrad_zmm_k1z_zmmm512b32_imm8
VPSRAD           | VEX.128.66.0F.WIG E2 /r        | VPSRAD xmm1, xmm2, xmm3/m128             | 16/32/64-bit     | AVX        | VEX_Vpsrad_xmm_xmm_xmmm128
VPSRAD           | VEX.256.66.0F.WIG E2 /r        | VPSRAD ymm1, ymm2, xmm3/m128             | 16/32/64-bit     | AVX2       | VEX_Vpsrad_ymm_ymm_xmmm128
VPSRAD           | EVEX.128.66.0F.W0 E2 /r        | VPSRAD xmm1 {k1}{z}, xmm2, xmm3/m128     | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsrad_xmm_k1z_xmm_xmmm128
VPSRAD           | EVEX.256.66.0F.W0 E2 /r        | VPSRAD ymm1 {k1}{z}, ymm2, xmm3/m128     | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsrad_ymm_k1z_ymm_xmmm128
VPSRAD           | EVEX.512.66.0F.W0 E2 /r        | VPSRAD zmm1 {k1}{z}, zmm2, xmm3/m128     | 16/32/64-bit     | AVX512F    | EVEX_Vpsrad_zmm_k1z_zmm_xmmm128
VPSRAQ           | EVEX.128.66.0F.W1 72 /4 ib     | VPSRAQ xmm1 {k1}{z}, xmm2/m128/m64bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsraq_xmm_k1z_xmmm128b64_imm8
VPSRAQ           | EVEX.256.66.0F.W1 72 /4 ib     | VPSRAQ ymm1 {k1}{z}, ymm2/m256/m64bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsraq_ymm_k1z_ymmm256b64_imm8
VPSRAQ           | EVEX.512.66.0F.W1 72 /4 ib     | VPSRAQ zmm1 {k1}{z}, zmm2/m512/m64bcst, imm8 | 16/32/64-bit     | AVX512F    | EVEX_Vpsraq_zmm_k1z_zmmm512b64_imm8
VPSRAQ           | EVEX.128.66.0F.W1 E2 /r        | VPSRAQ xmm1 {k1}{z}, xmm2, xmm3/m128     | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsraq_xmm_k1z_xmm_xmmm128
VPSRAQ           | EVEX.256.66.0F.W1 E2 /r        | VPSRAQ ymm1 {k1}{z}, ymm2, xmm3/m128     | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsraq_ymm_k1z_ymm_xmmm128
VPSRAQ           | EVEX.512.66.0F.W1 E2 /r        | VPSRAQ zmm1 {k1}{z}, zmm2, xmm3/m128     | 16/32/64-bit     | AVX512F    | EVEX_Vpsraq_zmm_k1z_zmm_xmmm128
VPSRAVD          | VEX.128.66.0F38.W0 46 /r       | VPSRAVD xmm1, xmm2, xmm3/m128            | 16/32/64-bit     | AVX2       | VEX_Vpsravd_xmm_xmm_xmmm128
VPSRAVD          | VEX.256.66.0F38.W0 46 /r       | VPSRAVD ymm1, ymm2, ymm3/m256            | 16/32/64-bit     | AVX2       | VEX_Vpsravd_ymm_ymm_ymmm256
VPSRAVD          | EVEX.128.66.0F38.W0 46 /r      | VPSRAVD xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsravd_xmm_k1z_xmm_xmmm128b32
VPSRAVD          | EVEX.256.66.0F38.W0 46 /r      | VPSRAVD ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsravd_ymm_k1z_ymm_ymmm256b32
VPSRAVD          | EVEX.512.66.0F38.W0 46 /r      | VPSRAVD zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst | 16/32/64-bit     | AVX512F    | EVEX_Vpsravd_zmm_k1z_zmm_zmmm512b32
VPSRAVQ          | EVEX.128.66.0F38.W1 46 /r      | VPSRAVQ xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsravq_xmm_k1z_xmm_xmmm128b64
VPSRAVQ          | EVEX.256.66.0F38.W1 46 /r      | VPSRAVQ ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsravq_ymm_k1z_ymm_ymmm256b64
VPSRAVQ          | EVEX.512.66.0F38.W1 46 /r      | VPSRAVQ zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst | 16/32/64-bit     | AVX512F    | EVEX_Vpsravq_zmm_k1z_zmm_zmmm512b64
VPSRAVW          | EVEX.128.66.0F38.W1 11 /r      | VPSRAVW xmm1 {k1}{z}, xmm2, xmm3/m128    | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsravw_xmm_k1z_xmm_xmmm128
VPSRAVW          | EVEX.256.66.0F38.W1 11 /r      | VPSRAVW ymm1 {k1}{z}, ymm2, ymm3/m256    | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsravw_ymm_k1z_ymm_ymmm256
VPSRAVW          | EVEX.512.66.0F38.W1 11 /r      | VPSRAVW zmm1 {k1}{z}, zmm2, zmm3/m512    | 16/32/64-bit     | AVX512BW   | EVEX_Vpsravw_zmm_k1z_zmm_zmmm512
VPSRAW           | VEX.128.66.0F.WIG 71 /4 ib     | VPSRAW xmm1, xmm2, imm8                  | 16/32/64-bit     | AVX        | VEX_Vpsraw_xmm_xmm_imm8
VPSRAW           | VEX.256.66.0F.WIG 71 /4 ib     | VPSRAW ymm1, ymm2, imm8                  | 16/32/64-bit     | AVX2       | VEX_Vpsraw_ymm_ymm_imm8
VPSRAW           | EVEX.128.66.0F.WIG 71 /4 ib    | VPSRAW xmm1 {k1}{z}, xmm2/m128, imm8     | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsraw_xmm_k1z_xmmm128_imm8
VPSRAW           | EVEX.256.66.0F.WIG 71 /4 ib    | VPSRAW ymm1 {k1}{z}, ymm2/m256, imm8     | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsraw_ymm_k1z_ymmm256_imm8
VPSRAW           | EVEX.512.66.0F.WIG 71 /4 ib    | VPSRAW zmm1 {k1}{z}, zmm2/m512, imm8     | 16/32/64-bit     | AVX512BW   | EVEX_Vpsraw_zmm_k1z_zmmm512_imm8
VPSRAW           | VEX.128.66.0F.WIG E1 /r        | VPSRAW xmm1, xmm2, xmm3/m128             | 16/32/64-bit     | AVX        | VEX_Vpsraw_xmm_xmm_xmmm128
VPSRAW           | VEX.256.66.0F.WIG E1 /r        | VPSRAW ymm1, ymm2, xmm3/m128             | 16/32/64-bit     | AVX2       | VEX_Vpsraw_ymm_ymm_xmmm128
VPSRAW           | EVEX.128.66.0F.WIG E1 /r       | VPSRAW xmm1 {k1}{z}, xmm2, xmm3/m128     | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsraw_xmm_k1z_xmm_xmmm128
VPSRAW           | EVEX.256.66.0F.WIG E1 /r       | VPSRAW ymm1 {k1}{z}, ymm2, xmm3/m128     | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsraw_ymm_k1z_ymm_xmmm128
VPSRAW           | EVEX.512.66.0F.WIG E1 /r       | VPSRAW zmm1 {k1}{z}, zmm2, xmm3/m128     | 16/32/64-bit     | AVX512BW   | EVEX_Vpsraw_zmm_k1z_zmm_xmmm128
VPSRLD           | VEX.128.66.0F.WIG 72 /2 ib     | VPSRLD xmm1, xmm2, imm8                  | 16/32/64-bit     | AVX        | VEX_Vpsrld_xmm_xmm_imm8
VPSRLD           | VEX.256.66.0F.WIG 72 /2 ib     | VPSRLD ymm1, ymm2, imm8                  | 16/32/64-bit     | AVX2       | VEX_Vpsrld_ymm_ymm_imm8
VPSRLD           | EVEX.128.66.0F.W0 72 /2 ib     | VPSRLD xmm1 {k1}{z}, xmm2/m128/m32bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsrld_xmm_k1z_xmmm128b32_imm8
VPSRLD           | EVEX.256.66.0F.W0 72 /2 ib     | VPSRLD ymm1 {k1}{z}, ymm2/m256/m32bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsrld_ymm_k1z_ymmm256b32_imm8
VPSRLD           | EVEX.512.66.0F.W0 72 /2 ib     | VPSRLD zmm1 {k1}{z}, zmm2/m512/m32bcst, imm8 | 16/32/64-bit     | AVX512F    | EVEX_Vpsrld_zmm_k1z_zmmm512b32_imm8
VPSRLD           | VEX.128.66.0F.WIG D2 /r        | VPSRLD xmm1, xmm2, xmm3/m128             | 16/32/64-bit     | AVX        | VEX_Vpsrld_xmm_xmm_xmmm128
VPSRLD           | VEX.256.66.0F.WIG D2 /r        | VPSRLD ymm1, ymm2, xmm3/m128             | 16/32/64-bit     | AVX2       | VEX_Vpsrld_ymm_ymm_xmmm128
VPSRLD           | EVEX.128.66.0F.W0 D2 /r        | VPSRLD xmm1 {k1}{z}, xmm2, xmm3/m128     | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsrld_xmm_k1z_xmm_xmmm128
VPSRLD           | EVEX.256.66.0F.W0 D2 /r        | VPSRLD ymm1 {k1}{z}, ymm2, xmm3/m128     | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsrld_ymm_k1z_ymm_xmmm128
VPSRLD           | EVEX.512.66.0F.W0 D2 /r        | VPSRLD zmm1 {k1}{z}, zmm2, xmm3/m128     | 16/32/64-bit     | AVX512F    | EVEX_Vpsrld_zmm_k1z_zmm_xmmm128
VPSRLDQ          | VEX.128.66.0F.WIG 73 /3 ib     | VPSRLDQ xmm1, xmm2, imm8                 | 16/32/64-bit     | AVX        | VEX_Vpsrldq_xmm_xmm_imm8
VPSRLDQ          | VEX.256.66.0F.WIG 73 /3 ib     | VPSRLDQ ymm1, ymm2, imm8                 | 16/32/64-bit     | AVX2       | VEX_Vpsrldq_ymm_ymm_imm8
VPSRLDQ          | EVEX.128.66.0F.WIG 73 /3 ib    | VPSRLDQ xmm1, xmm2/m128, imm8            | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsrldq_xmm_xmmm128_imm8
VPSRLDQ          | EVEX.256.66.0F.WIG 73 /3 ib    | VPSRLDQ ymm1, ymm2/m256, imm8            | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsrldq_ymm_ymmm256_imm8
VPSRLDQ          | EVEX.512.66.0F.WIG 73 /3 ib    | VPSRLDQ zmm1, zmm2/m512, imm8            | 16/32/64-bit     | AVX512BW   | EVEX_Vpsrldq_zmm_zmmm512_imm8
VPSRLQ           | VEX.128.66.0F.WIG 73 /2 ib     | VPSRLQ xmm1, xmm2, imm8                  | 16/32/64-bit     | AVX        | VEX_Vpsrlq_xmm_xmm_imm8
VPSRLQ           | VEX.256.66.0F.WIG 73 /2 ib     | VPSRLQ ymm1, ymm2, imm8                  | 16/32/64-bit     | AVX2       | VEX_Vpsrlq_ymm_ymm_imm8
VPSRLQ           | EVEX.128.66.0F.W1 73 /2 ib     | VPSRLQ xmm1 {k1}{z}, xmm2/m128/m64bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsrlq_xmm_k1z_xmmm128b64_imm8
VPSRLQ           | EVEX.256.66.0F.W1 73 /2 ib     | VPSRLQ ymm1 {k1}{z}, ymm2/m256/m64bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsrlq_ymm_k1z_ymmm256b64_imm8
VPSRLQ           | EVEX.512.66.0F.W1 73 /2 ib     | VPSRLQ zmm1 {k1}{z}, zmm2/m512/m64bcst, imm8 | 16/32/64-bit     | AVX512F    | EVEX_Vpsrlq_zmm_k1z_zmmm512b64_imm8
VPSRLQ           | VEX.128.66.0F.WIG D3 /r        | VPSRLQ xmm1, xmm2, xmm3/m128             | 16/32/64-bit     | AVX        | VEX_Vpsrlq_xmm_xmm_xmmm128
VPSRLQ           | VEX.256.66.0F.WIG D3 /r        | VPSRLQ ymm1, ymm2, xmm3/m128             | 16/32/64-bit     | AVX2       | VEX_Vpsrlq_ymm_ymm_xmmm128
VPSRLQ           | EVEX.128.66.0F.W1 D3 /r        | VPSRLQ xmm1 {k1}{z}, xmm2, xmm3/m128     | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsrlq_xmm_k1z_xmm_xmmm128
VPSRLQ           | EVEX.256.66.0F.W1 D3 /r        | VPSRLQ ymm1 {k1}{z}, ymm2, xmm3/m128     | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsrlq_ymm_k1z_ymm_xmmm128
VPSRLQ           | EVEX.512.66.0F.W1 D3 /r        | VPSRLQ zmm1 {k1}{z}, zmm2, xmm3/m128     | 16/32/64-bit     | AVX512F    | EVEX_Vpsrlq_zmm_k1z_zmm_xmmm128
VPSRLVD          | VEX.128.66.0F38.W0 45 /r       | VPSRLVD xmm1, xmm2, xmm3/m128            | 16/32/64-bit     | AVX2       | VEX_Vpsrlvd_xmm_xmm_xmmm128
VPSRLVD          | VEX.256.66.0F38.W0 45 /r       | VPSRLVD ymm1, ymm2, ymm3/m256            | 16/32/64-bit     | AVX2       | VEX_Vpsrlvd_ymm_ymm_ymmm256
VPSRLVD          | EVEX.128.66.0F38.W0 45 /r      | VPSRLVD xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsrlvd_xmm_k1z_xmm_xmmm128b32
VPSRLVD          | EVEX.256.66.0F38.W0 45 /r      | VPSRLVD ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsrlvd_ymm_k1z_ymm_ymmm256b32
VPSRLVD          | EVEX.512.66.0F38.W0 45 /r      | VPSRLVD zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst | 16/32/64-bit     | AVX512F    | EVEX_Vpsrlvd_zmm_k1z_zmm_zmmm512b32
VPSRLVQ          | VEX.128.66.0F38.W1 45 /r       | VPSRLVQ xmm1, xmm2, xmm3/m128            | 16/32/64-bit     | AVX2       | VEX_Vpsrlvq_xmm_xmm_xmmm128
VPSRLVQ          | VEX.256.66.0F38.W1 45 /r       | VPSRLVQ ymm1, ymm2, ymm3/m256            | 16/32/64-bit     | AVX2       | VEX_Vpsrlvq_ymm_ymm_ymmm256
VPSRLVQ          | EVEX.128.66.0F38.W1 45 /r      | VPSRLVQ xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsrlvq_xmm_k1z_xmm_xmmm128b64
VPSRLVQ          | EVEX.256.66.0F38.W1 45 /r      | VPSRLVQ ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsrlvq_ymm_k1z_ymm_ymmm256b64
VPSRLVQ          | EVEX.512.66.0F38.W1 45 /r      | VPSRLVQ zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst | 16/32/64-bit     | AVX512F    | EVEX_Vpsrlvq_zmm_k1z_zmm_zmmm512b64
VPSRLVW          | EVEX.128.66.0F38.W1 10 /r      | VPSRLVW xmm1 {k1}{z}, xmm2, xmm3/m128    | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsrlvw_xmm_k1z_xmm_xmmm128
VPSRLVW          | EVEX.256.66.0F38.W1 10 /r      | VPSRLVW ymm1 {k1}{z}, ymm2, ymm3/m256    | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsrlvw_ymm_k1z_ymm_ymmm256
VPSRLVW          | EVEX.512.66.0F38.W1 10 /r      | VPSRLVW zmm1 {k1}{z}, zmm2, zmm3/m512    | 16/32/64-bit     | AVX512BW   | EVEX_Vpsrlvw_zmm_k1z_zmm_zmmm512
VPSRLW           | VEX.128.66.0F.WIG 71 /2 ib     | VPSRLW xmm1, xmm2, imm8                  | 16/32/64-bit     | AVX        | VEX_Vpsrlw_xmm_xmm_imm8
VPSRLW           | VEX.256.66.0F.WIG 71 /2 ib     | VPSRLW ymm1, ymm2, imm8                  | 16/32/64-bit     | AVX2       | VEX_Vpsrlw_ymm_ymm_imm8
VPSRLW           | EVEX.128.66.0F.WIG 71 /2 ib    | VPSRLW xmm1 {k1}{z}, xmm2/m128, imm8     | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsrlw_xmm_k1z_xmmm128_imm8
VPSRLW           | EVEX.256.66.0F.WIG 71 /2 ib    | VPSRLW ymm1 {k1}{z}, ymm2/m256, imm8     | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsrlw_ymm_k1z_ymmm256_imm8
VPSRLW           | EVEX.512.66.0F.WIG 71 /2 ib    | VPSRLW zmm1 {k1}{z}, zmm2/m512, imm8     | 16/32/64-bit     | AVX512BW   | EVEX_Vpsrlw_zmm_k1z_zmmm512_imm8
VPSRLW           | VEX.128.66.0F.WIG D1 /r        | VPSRLW xmm1, xmm2, xmm3/m128             | 16/32/64-bit     | AVX        | VEX_Vpsrlw_xmm_xmm_xmmm128
VPSRLW           | VEX.256.66.0F.WIG D1 /r        | VPSRLW ymm1, ymm2, xmm3/m128             | 16/32/64-bit     | AVX2       | VEX_Vpsrlw_ymm_ymm_xmmm128
VPSRLW           | EVEX.128.66.0F.WIG D1 /r       | VPSRLW xmm1 {k1}{z}, xmm2, xmm3/m128     | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsrlw_xmm_k1z_xmm_xmmm128
VPSRLW           | EVEX.256.66.0F.WIG D1 /r       | VPSRLW ymm1 {k1}{z}, ymm2, xmm3/m128     | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsrlw_ymm_k1z_ymm_xmmm128
VPSRLW           | EVEX.512.66.0F.WIG D1 /r       | VPSRLW zmm1 {k1}{z}, zmm2, xmm3/m128     | 16/32/64-bit     | AVX512BW   | EVEX_Vpsrlw_zmm_k1z_zmm_xmmm128
VPSUBB           | VEX.128.66.0F.WIG F8 /r        | VPSUBB xmm1, xmm2, xmm3/m128             | 16/32/64-bit     | AVX        | VEX_Vpsubb_xmm_xmm_xmmm128
VPSUBB           | VEX.256.66.0F.WIG F8 /r        | VPSUBB ymm1, ymm2, ymm3/m256             | 16/32/64-bit     | AVX2       | VEX_Vpsubb_ymm_ymm_ymmm256
VPSUBB           | EVEX.128.66.0F.WIG F8 /r       | VPSUBB xmm1 {k1}{z}, xmm2, xmm3/m128     | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsubb_xmm_k1z_xmm_xmmm128
VPSUBB           | EVEX.256.66.0F.WIG F8 /r       | VPSUBB ymm1 {k1}{z}, ymm2, ymm3/m256     | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsubb_ymm_k1z_ymm_ymmm256
VPSUBB           | EVEX.512.66.0F.WIG F8 /r       | VPSUBB zmm1 {k1}{z}, zmm2, zmm3/m512     | 16/32/64-bit     | AVX512BW   | EVEX_Vpsubb_zmm_k1z_zmm_zmmm512
VPSUBD           | VEX.128.66.0F.WIG FA /r        | VPSUBD xmm1, xmm2, xmm3/m128             | 16/32/64-bit     | AVX        | VEX_Vpsubd_xmm_xmm_xmmm128
VPSUBD           | VEX.256.66.0F.WIG FA /r        | VPSUBD ymm1, ymm2, ymm3/m256             | 16/32/64-bit     | AVX2       | VEX_Vpsubd_ymm_ymm_ymmm256
VPSUBD           | EVEX.128.66.0F.W0 FA /r        | VPSUBD xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsubd_xmm_k1z_xmm_xmmm128b32
VPSUBD           | EVEX.256.66.0F.W0 FA /r        | VPSUBD ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsubd_ymm_k1z_ymm_ymmm256b32
VPSUBD           | EVEX.512.66.0F.W0 FA /r        | VPSUBD zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst | 16/32/64-bit     | AVX512F    | EVEX_Vpsubd_zmm_k1z_zmm_zmmm512b32
VPSUBQ           | VEX.128.66.0F.WIG FB /r        | VPSUBQ xmm1, xmm2, xmm3/m128             | 16/32/64-bit     | AVX        | VEX_Vpsubq_xmm_xmm_xmmm128
VPSUBQ           | VEX.256.66.0F.WIG FB /r        | VPSUBQ ymm1, ymm2, ymm3/m256             | 16/32/64-bit     | AVX2       | VEX_Vpsubq_ymm_ymm_ymmm256
VPSUBQ           | EVEX.128.66.0F.W1 FB /r        | VPSUBQ xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsubq_xmm_k1z_xmm_xmmm128b64
VPSUBQ           | EVEX.256.66.0F.W1 FB /r        | VPSUBQ ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vpsubq_ymm_k1z_ymm_ymmm256b64
VPSUBQ           | EVEX.512.66.0F.W1 FB /r        | VPSUBQ zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst | 16/32/64-bit     | AVX512F    | EVEX_Vpsubq_zmm_k1z_zmm_zmmm512b64
VPSUBSB          | VEX.128.66.0F.WIG E8 /r        | VPSUBSB xmm1, xmm2, xmm3/m128            | 16/32/64-bit     | AVX        | VEX_Vpsubsb_xmm_xmm_xmmm128
VPSUBSB          | VEX.256.66.0F.WIG E8 /r        | VPSUBSB ymm1, ymm2, ymm3/m256            | 16/32/64-bit     | AVX2       | VEX_Vpsubsb_ymm_ymm_ymmm256
VPSUBSB          | EVEX.128.66.0F.WIG E8 /r       | VPSUBSB xmm1 {k1}{z}, xmm2, xmm3/m128    | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsubsb_xmm_k1z_xmm_xmmm128
VPSUBSB          | EVEX.256.66.0F.WIG E8 /r       | VPSUBSB ymm1 {k1}{z}, ymm2, ymm3/m256    | 16/32/64-bit     | AVX512VL and AVX512BW | EVEX_Vpsubsb_ymm_k1z_ymm_ymmm256
VPSUBSB          | EVEX.512.66.0F.WIG E8 /r       | VPSUBSB zmm1 {k1}{z}, zmm2, zmm3/m512    | 16/32/64-bit     | AVX512BW   | EVEX_Vpsubsb_zmm_k1z_zmm_zmmm512
VPSUBSW          | VEX.128.66.0F.WIG E9 /r        | VPSUBSW xmm1, xmm2, xmm3/m128            | 16/32/64-bit     | AVX        | VEX_Vpsubsw_xmm_xmm_xmmm128
